segments,regions,global region
FrenchPolynesia6133,PYF,East Asia and Pacific
FrenchPolynesia6134,PYF,East Asia and Pacific
FrenchPolynesia6135,PYF,East Asia and Pacific
FrenchPolynesia6136,PYF,East Asia and Pacific
FrenchPolynesia6137,PYF,East Asia and Pacific
FrenchPolynesia6138,PYF,East Asia and Pacific
FrenchPolynesia6139,PYF,East Asia and Pacific
FrenchPolynesia6140,PYF,East Asia and Pacific
FrenchPolynesia6141,PYF,East Asia and Pacific
FrenchPolynesia6142,PYF,East Asia and Pacific
FrenchPolynesia6143,PYF,East Asia and Pacific
FrenchPolynesia6144,PYF,East Asia and Pacific
FrenchPolynesia6145,PYF,East Asia and Pacific
FrenchPolynesia6146,PYF,East Asia and Pacific
FrenchPolynesia6147,PYF,East Asia and Pacific
FrenchPolynesia6148,PYF,East Asia and Pacific
FrenchPolynesia6149,PYF,East Asia and Pacific
FrenchPolynesia6150,PYF,East Asia and Pacific
FrenchPolynesia6151,PYF,East Asia and Pacific
FrenchPolynesia6152,PYF,East Asia and Pacific
FrenchPolynesia6153,PYF,East Asia and Pacific
FrenchPolynesia6154,PYF,East Asia and Pacific
FrenchPolynesia6155,PYF,East Asia and Pacific
FrenchPolynesia6156,PYF,East Asia and Pacific
FrenchPolynesia6157,PYF,East Asia and Pacific
FrenchPolynesia6158,PYF,East Asia and Pacific
FrenchPolynesia6159,PYF,East Asia and Pacific
FrenchPolynesia6160,PYF,East Asia and Pacific
FrenchPolynesia6161,PYF,East Asia and Pacific
FrenchPolynesia6162,PYF,East Asia and Pacific
FrenchPolynesia6163,PYF,East Asia and Pacific
FrenchPolynesia6164,PYF,East Asia and Pacific
FrenchPolynesia6166,PYF,East Asia and Pacific
FrenchPolynesia6167,PYF,East Asia and Pacific
FrenchPolynesia6168,PYF,East Asia and Pacific
FrenchPolynesia6169,PYF,East Asia and Pacific
FrenchPolynesia6170,PYF,East Asia and Pacific
FrenchPolynesia6171,PYF,East Asia and Pacific
FrenchPolynesia6172,PYF,East Asia and Pacific
FrenchPolynesia6173,PYF,East Asia and Pacific
FrenchPolynesia6174,PYF,East Asia and Pacific
FrenchPolynesia6175,PYF,East Asia and Pacific
FrenchPolynesia6176,PYF,East Asia and Pacific
FrenchPolynesia6177,PYF,East Asia and Pacific
FrenchPolynesia6178,PYF,East Asia and Pacific
FrenchPolynesia6179,PYF,East Asia and Pacific
FrenchPolynesia6180,PYF,East Asia and Pacific
FrenchPolynesia6181,PYF,East Asia and Pacific
FrenchPolynesia6182,PYF,East Asia and Pacific
FrenchPolynesia6183,PYF,East Asia and Pacific
FrenchPolynesia6184,PYF,East Asia and Pacific
FrenchPolynesia6185,PYF,East Asia and Pacific
FrenchPolynesia6186,PYF,East Asia and Pacific
FrenchPolynesia6187,PYF,East Asia and Pacific
FrenchPolynesia6188,PYF,East Asia and Pacific
FrenchPolynesia6189,PYF,East Asia and Pacific
FrenchPolynesia6190,PYF,East Asia and Pacific
FrenchPolynesia6191,PYF,East Asia and Pacific
FrenchPolynesia6192,PYF,East Asia and Pacific
FrenchPolynesia6193,PYF,East Asia and Pacific
FrenchPolynesia6194,PYF,East Asia and Pacific
FrenchPolynesia6195,PYF,East Asia and Pacific
FrenchPolynesia6196,PYF,East Asia and Pacific
FrenchPolynesia6197,PYF,East Asia and Pacific
FrenchPolynesia6198,PYF,East Asia and Pacific
FrenchPolynesia6199,PYF,East Asia and Pacific
FrenchPolynesia6200,PYF,East Asia and Pacific
FrenchPolynesia6201,PYF,East Asia and Pacific
FrenchPolynesia6202,PYF,East Asia and Pacific
FrenchPolynesia6203,PYF,East Asia and Pacific
FrenchPolynesia6204,PYF,East Asia and Pacific
FrenchPolynesia6205,PYF,East Asia and Pacific
FrenchPolynesia6206,PYF,East Asia and Pacific
FrenchPolynesia6207,PYF,East Asia and Pacific
FrenchPolynesia6208,PYF,East Asia and Pacific
FrenchPolynesia6209,PYF,East Asia and Pacific
FrenchPolynesia6210,PYF,East Asia and Pacific
FrenchPolynesia6212,PYF,East Asia and Pacific
FrenchPolynesia6213,PYF,East Asia and Pacific
FrenchPolynesia6214,PYF,East Asia and Pacific
FrenchPolynesia6216,PYF,East Asia and Pacific
FrenchPolynesia6218,PYF,East Asia and Pacific
FrenchPolynesia6219,PYF,East Asia and Pacific
FrenchPolynesia6220,PYF,East Asia and Pacific
FrenchPolynesia6221,PYF,East Asia and Pacific
FrenchPolynesia6222,PYF,East Asia and Pacific
FrenchPolynesia6223,PYF,East Asia and Pacific
FrenchPolynesia6224,PYF,East Asia and Pacific
FrenchPolynesia6225,PYF,East Asia and Pacific
FrenchPolynesia6226,PYF,East Asia and Pacific
FrenchPolynesia6227,PYF,East Asia and Pacific
FrenchPolynesia6228,PYF,East Asia and Pacific
FrenchPolynesia6229,PYF,East Asia and Pacific
FrenchPolynesia6230,PYF,East Asia and Pacific
FrenchPolynesia6231,PYF,East Asia and Pacific
FrenchPolynesia6232,PYF,East Asia and Pacific
FrenchPolynesia6233,PYF,East Asia and Pacific
FrenchPolynesia6234,PYF,East Asia and Pacific
FrenchPolynesia6235,PYF,East Asia and Pacific
FrenchPolynesia6236,PYF,East Asia and Pacific
FrenchPolynesia6237,PYF,East Asia and Pacific
FrenchPolynesia6238,PYF,East Asia and Pacific
FrenchPolynesia6239,PYF,East Asia and Pacific
FrenchPolynesia6240,PYF,East Asia and Pacific
FrenchPolynesia6241,PYF,East Asia and Pacific
FrenchPolynesia6242,PYF,East Asia and Pacific
FrenchPolynesia6243,PYF,East Asia and Pacific
FrenchPolynesia6244,PYF,East Asia and Pacific
FrenchPolynesia6245,PYF,East Asia and Pacific
FrenchPolynesia6246,PYF,East Asia and Pacific
FrenchPolynesia6247,PYF,East Asia and Pacific
FrenchPolynesia6248,PYF,East Asia and Pacific
FrenchPolynesia6249,PYF,East Asia and Pacific
FrenchPolynesia6250,PYF,East Asia and Pacific
FrenchPolynesia6251,PYF,East Asia and Pacific
FrenchPolynesia6252,PYF,East Asia and Pacific
FrenchPolynesia6253,PYF,East Asia and Pacific
FrenchPolynesia6254,PYF,East Asia and Pacific
FrenchPolynesia6255,PYF,East Asia and Pacific
FrenchPolynesia6256,PYF,East Asia and Pacific
FrenchPolynesia6257,PYF,East Asia and Pacific
FrenchPolynesia6258,PYF,East Asia and Pacific
FrenchPolynesia6259,PYF,East Asia and Pacific
FrenchPolynesia6260,PYF,East Asia and Pacific
FrenchPolynesia6261,PYF,East Asia and Pacific
FrenchPolynesia6262,PYF,East Asia and Pacific
FrenchPolynesia6263,PYF,East Asia and Pacific
FrenchPolynesia6264,PYF,East Asia and Pacific
FrenchPolynesia6265,PYF,East Asia and Pacific
FrenchPolynesia6267,PYF,East Asia and Pacific
FrenchPolynesia6268,PYF,East Asia and Pacific
FrenchPolynesia6270,PYF,East Asia and Pacific
FrenchPolynesia6271,PYF,East Asia and Pacific
FrenchPolynesia6272,PYF,East Asia and Pacific
FrenchPolynesia6273,PYF,East Asia and Pacific
FrenchPolynesia6274,PYF,East Asia and Pacific
FrenchPolynesia6275,PYF,East Asia and Pacific
FrenchPolynesia6276,PYF,East Asia and Pacific
FrenchPolynesia6277,PYF,East Asia and Pacific
FrenchPolynesia6278,PYF,East Asia and Pacific
FrenchPolynesia6279,PYF,East Asia and Pacific
FrenchPolynesia6280,PYF,East Asia and Pacific
FrenchPolynesia6281,PYF,East Asia and Pacific
FrenchPolynesia6282,PYF,East Asia and Pacific
FrenchPolynesia6283,PYF,East Asia and Pacific
FrenchPolynesia6284,PYF,East Asia and Pacific
FrenchPolynesia6285,PYF,East Asia and Pacific
FrenchPolynesia6286,PYF,East Asia and Pacific
FrenchPolynesia6287,PYF,East Asia and Pacific
FrenchPolynesia6288,PYF,East Asia and Pacific
FrenchPolynesia6289,PYF,East Asia and Pacific
FrenchPolynesia6290,PYF,East Asia and Pacific
FrenchPolynesia6291,PYF,East Asia and Pacific
FrenchPolynesia6292,PYF,East Asia and Pacific
FrenchPolynesia6293,PYF,East Asia and Pacific
FrenchPolynesia6294,PYF,East Asia and Pacific
FrenchPolynesia6295,PYF,East Asia and Pacific
FrenchPolynesia6296,PYF,East Asia and Pacific
FrenchPolynesia6297,PYF,East Asia and Pacific
FrenchPolynesia6298,PYF,East Asia and Pacific
FrenchPolynesia6299,PYF,East Asia and Pacific
FrenchPolynesia6300,PYF,East Asia and Pacific
FrenchPolynesia6301,PYF,East Asia and Pacific
FrenchPolynesia6302,PYF,East Asia and Pacific
FrenchPolynesia6303,PYF,East Asia and Pacific
FrenchPolynesia6304,PYF,East Asia and Pacific
FrenchPolynesia6305,PYF,East Asia and Pacific
FrenchPolynesia6306,PYF,East Asia and Pacific
FrenchPolynesia6307,PYF,East Asia and Pacific
FrenchPolynesia6308,PYF,East Asia and Pacific
FrenchPolynesia6309,PYF,East Asia and Pacific
FrenchPolynesia6310,PYF,East Asia and Pacific
FrenchPolynesia6311,PYF,East Asia and Pacific
FrenchPolynesia6312,PYF,East Asia and Pacific
FrenchPolynesia6313,PYF,East Asia and Pacific
FrenchPolynesia6314,PYF,East Asia and Pacific
FrenchPolynesia6315,PYF,East Asia and Pacific
FrenchPolynesia6316,PYF,East Asia and Pacific
FrenchPolynesia6317,PYF,East Asia and Pacific
FrenchPolynesia6318,PYF,East Asia and Pacific
FrenchPolynesia6319,PYF,East Asia and Pacific
FrenchPolynesia6320,PYF,East Asia and Pacific
FrenchPolynesia6321,PYF,East Asia and Pacific
FrenchPolynesia6322,PYF,East Asia and Pacific
FrenchPolynesia6323,PYF,East Asia and Pacific
FrenchPolynesia6324,PYF,East Asia and Pacific
FrenchPolynesia6325,PYF,East Asia and Pacific
FrenchPolynesia6326,PYF,East Asia and Pacific
FrenchPolynesia6327,PYF,East Asia and Pacific
FrenchPolynesia6328,PYF,East Asia and Pacific
FrenchPolynesia6329,PYF,East Asia and Pacific
FrenchPolynesia6330,PYF,East Asia and Pacific
FrenchPolynesia6331,PYF,East Asia and Pacific
FrenchPolynesia6332,PYF,East Asia and Pacific
FrenchPolynesia6333,PYF,East Asia and Pacific
FrenchPolynesia6334,PYF,East Asia and Pacific
FrenchPolynesia6335,PYF,East Asia and Pacific
FrenchPolynesia6336,PYF,East Asia and Pacific
FrenchPolynesia6337,PYF,East Asia and Pacific
FrenchPolynesia6338,PYF,East Asia and Pacific
FrenchPolynesia6339,PYF,East Asia and Pacific
FrenchPolynesia6340,PYF,East Asia and Pacific
FrenchPolynesia6341,PYF,East Asia and Pacific
FrenchPolynesia6342,PYF,East Asia and Pacific
FrenchPolynesia6344,PYF,East Asia and Pacific
FrenchPolynesia6345,PYF,East Asia and Pacific
FrenchPolynesia6346,PYF,East Asia and Pacific
FrenchPolynesia6347,PYF,East Asia and Pacific
FrenchPolynesia6348,PYF,East Asia and Pacific
FrenchPolynesia6349,PYF,East Asia and Pacific
FrenchPolynesia6350,PYF,East Asia and Pacific
FrenchPolynesia6351,PYF,East Asia and Pacific
FrenchPolynesia6352,PYF,East Asia and Pacific
FrenchPolynesia6353,PYF,East Asia and Pacific
FrenchPolynesia6354,PYF,East Asia and Pacific
FrenchPolynesia6355,PYF,East Asia and Pacific
FrenchPolynesia6356,PYF,East Asia and Pacific
FrenchPolynesia6357,PYF,East Asia and Pacific
FrenchPolynesia6358,PYF,East Asia and Pacific
FrenchPolynesia6359,PYF,East Asia and Pacific
FrenchPolynesia6360,PYF,East Asia and Pacific
FrenchPolynesia6361,PYF,East Asia and Pacific
FrenchPolynesia6362,PYF,East Asia and Pacific
FrenchPolynesia6363,PYF,East Asia and Pacific
FrenchPolynesia6364,PYF,East Asia and Pacific
FrenchPolynesia6365,PYF,East Asia and Pacific
FrenchPolynesia6366,PYF,East Asia and Pacific
FrenchPolynesia6367,PYF,East Asia and Pacific
FrenchPolynesia6368,PYF,East Asia and Pacific
FrenchPolynesia6369,PYF,East Asia and Pacific
FrenchPolynesia6371,PYF,East Asia and Pacific
FrenchPolynesia6372,PYF,East Asia and Pacific
FrenchPolynesia6374,PYF,East Asia and Pacific
FrenchPolynesia6375,PYF,East Asia and Pacific
FrenchPolynesia6376,PYF,East Asia and Pacific
FrenchPolynesia6377,PYF,East Asia and Pacific
FrenchPolynesia6378,PYF,East Asia and Pacific
FrenchPolynesia6379,PYF,East Asia and Pacific
FrenchPolynesia6380,PYF,East Asia and Pacific
FrenchPolynesia6381,PYF,East Asia and Pacific
FrenchPolynesia6382,PYF,East Asia and Pacific
FrenchPolynesia6383,PYF,East Asia and Pacific
FrenchPolynesia6384,PYF,East Asia and Pacific
FrenchPolynesia6385,PYF,East Asia and Pacific
FrenchPolynesia6386,PYF,East Asia and Pacific
FrenchPolynesia6387,PYF,East Asia and Pacific
FrenchPolynesia6388,PYF,East Asia and Pacific
FrenchPolynesia6389,PYF,East Asia and Pacific
FrenchPolynesia6390,PYF,East Asia and Pacific
FrenchPolynesia6391,PYF,East Asia and Pacific
FrenchPolynesia6392,PYF,East Asia and Pacific
FrenchPolynesia6393,PYF,East Asia and Pacific
FrenchPolynesia6395,PYF,East Asia and Pacific
FrenchPolynesia6396,PYF,East Asia and Pacific
FrenchPolynesia6397,PYF,East Asia and Pacific
FrenchPolynesia6398,PYF,East Asia and Pacific
FrenchPolynesia6399,PYF,East Asia and Pacific
FrenchPolynesia6400,PYF,East Asia and Pacific
FrenchPolynesia6401,PYF,East Asia and Pacific
FrenchPolynesia6402,PYF,East Asia and Pacific
FrenchPolynesia6403,PYF,East Asia and Pacific
FrenchPolynesia6404,PYF,East Asia and Pacific
FrenchPolynesia6405,PYF,East Asia and Pacific
FrenchPolynesia6406,PYF,East Asia and Pacific
FrenchPolynesia6407,PYF,East Asia and Pacific
FrenchPolynesia6409,PYF,East Asia and Pacific
FrenchPolynesia6410,PYF,East Asia and Pacific
FrenchPolynesia6411,PYF,East Asia and Pacific
FrenchPolynesia6412,PYF,East Asia and Pacific
FrenchPolynesia6413,PYF,East Asia and Pacific
FrenchPolynesia6414,PYF,East Asia and Pacific
FrenchPolynesia6415,PYF,East Asia and Pacific
FrenchPolynesia6416,PYF,East Asia and Pacific
FrenchPolynesia6417,PYF,East Asia and Pacific
FrenchPolynesia6418,PYF,East Asia and Pacific
FrenchPolynesia6419,PYF,East Asia and Pacific
FrenchPolynesia6420,PYF,East Asia and Pacific
FrenchPolynesia6421,PYF,East Asia and Pacific
FrenchPolynesia6422,PYF,East Asia and Pacific
FrenchPolynesia6423,PYF,East Asia and Pacific
FrenchPolynesia6424,PYF,East Asia and Pacific
FrenchPolynesia6425,PYF,East Asia and Pacific
FrenchPolynesia6426,PYF,East Asia and Pacific
FrenchPolynesia6427,PYF,East Asia and Pacific
FrenchPolynesia6428,PYF,East Asia and Pacific
FrenchPolynesia6429,PYF,East Asia and Pacific
FrenchPolynesia6430,PYF,East Asia and Pacific
FrenchPolynesia6431,PYF,East Asia and Pacific
FrenchPolynesia6432,PYF,East Asia and Pacific
FrenchPolynesia6433,PYF,East Asia and Pacific
FrenchPolynesia6434,PYF,East Asia and Pacific
FrenchPolynesia6435,PYF,East Asia and Pacific
FrenchPolynesia6436,PYF,East Asia and Pacific
FrenchPolynesia6437,PYF,East Asia and Pacific
FrenchPolynesia6438,PYF,East Asia and Pacific
FrenchPolynesia6439,PYF,East Asia and Pacific
FrenchPolynesia6440,PYF,East Asia and Pacific
FrenchPolynesia6441,PYF,East Asia and Pacific
FrenchPolynesia6442,PYF,East Asia and Pacific
FrenchPolynesia6443,PYF,East Asia and Pacific
FrenchPolynesia6444,PYF,East Asia and Pacific
FrenchPolynesia6445,PYF,East Asia and Pacific
FrenchPolynesia6446,PYF,East Asia and Pacific
FrenchPolynesia6447,PYF,East Asia and Pacific
FrenchPolynesia6448,PYF,East Asia and Pacific
FrenchPolynesia6449,PYF,East Asia and Pacific
FrenchPolynesia6450,PYF,East Asia and Pacific
FrenchPolynesia6451,PYF,East Asia and Pacific
FrenchPolynesia6452,PYF,East Asia and Pacific
FrenchPolynesia6454,PYF,East Asia and Pacific
FrenchPolynesia6455,PYF,East Asia and Pacific
FrenchPolynesia6456,PYF,East Asia and Pacific
FrenchPolynesia6457,PYF,East Asia and Pacific
FrenchPolynesia6459,PYF,East Asia and Pacific
FrenchPolynesia6460,PYF,East Asia and Pacific
FrenchPolynesia6461,PYF,East Asia and Pacific
FrenchPolynesia6462,PYF,East Asia and Pacific
FrenchPolynesia6463,PYF,East Asia and Pacific
FrenchPolynesia6464,PYF,East Asia and Pacific
FrenchPolynesia6465,PYF,East Asia and Pacific
FrenchPolynesia6466,PYF,East Asia and Pacific
FrenchPolynesia6467,PYF,East Asia and Pacific
FrenchPolynesia6468,PYF,East Asia and Pacific
FrenchPolynesia6469,PYF,East Asia and Pacific
FrenchPolynesia6470,PYF,East Asia and Pacific
FrenchPolynesia6471,PYF,East Asia and Pacific
FrenchPolynesia6472,PYF,East Asia and Pacific
FrenchPolynesia6473,PYF,East Asia and Pacific
FrenchPolynesia6474,PYF,East Asia and Pacific
FrenchPolynesia6475,PYF,East Asia and Pacific
FrenchPolynesia6476,PYF,East Asia and Pacific
FrenchPolynesia6477,PYF,East Asia and Pacific
FrenchPolynesia6478,PYF,East Asia and Pacific
FrenchPolynesia6479,PYF,East Asia and Pacific
FrenchPolynesia6480,PYF,East Asia and Pacific
FrenchPolynesia6481,PYF,East Asia and Pacific
FrenchPolynesia6482,PYF,East Asia and Pacific
FrenchPolynesia6483,PYF,East Asia and Pacific
FrenchPolynesia6484,PYF,East Asia and Pacific
FrenchPolynesia6485,PYF,East Asia and Pacific
FrenchPolynesia6486,PYF,East Asia and Pacific
FrenchPolynesia6487,PYF,East Asia and Pacific
FrenchPolynesia6488,PYF,East Asia and Pacific
FrenchPolynesia6489,PYF,East Asia and Pacific
FrenchPolynesia6490,PYF,East Asia and Pacific
FrenchPolynesia6491,PYF,East Asia and Pacific
FrenchPolynesia6492,PYF,East Asia and Pacific
FrenchPolynesia6493,PYF,East Asia and Pacific
FrenchPolynesia6494,PYF,East Asia and Pacific
FrenchPolynesia6495,PYF,East Asia and Pacific
FrenchPolynesia6496,PYF,East Asia and Pacific
FrenchPolynesia6497,PYF,East Asia and Pacific
FrenchPolynesia6498,PYF,East Asia and Pacific
FrenchPolynesia6499,PYF,East Asia and Pacific
FrenchPolynesia6500,PYF,East Asia and Pacific
FrenchPolynesia6501,PYF,East Asia and Pacific
FrenchPolynesia6502,PYF,East Asia and Pacific
FrenchPolynesia6503,PYF,East Asia and Pacific
FrenchPolynesia6504,PYF,East Asia and Pacific
FrenchPolynesia6505,PYF,East Asia and Pacific
FrenchPolynesia6506,PYF,East Asia and Pacific
FrenchPolynesia6507,PYF,East Asia and Pacific
FrenchPolynesia6508,PYF,East Asia and Pacific
FrenchPolynesia6509,PYF,East Asia and Pacific
FrenchPolynesia6510,PYF,East Asia and Pacific
FrenchPolynesia6511,PYF,East Asia and Pacific
FrenchPolynesia6512,PYF,East Asia and Pacific
FrenchPolynesia6513,PYF,East Asia and Pacific
FrenchPolynesia6514,PYF,East Asia and Pacific
FrenchPolynesia6515,PYF,East Asia and Pacific
FrenchPolynesia6516,PYF,East Asia and Pacific
FrenchPolynesia6517,PYF,East Asia and Pacific
FrenchPolynesia6518,PYF,East Asia and Pacific
FrenchPolynesia6519,PYF,East Asia and Pacific
FrenchPolynesia6520,PYF,East Asia and Pacific
FrenchPolynesia6521,PYF,East Asia and Pacific
FrenchPolynesia6522,PYF,East Asia and Pacific
FrenchPolynesia6523,PYF,East Asia and Pacific
FrenchPolynesia6524,PYF,East Asia and Pacific
FrenchPolynesia6525,PYF,East Asia and Pacific
FrenchPolynesia6526,PYF,East Asia and Pacific
FrenchPolynesia6527,PYF,East Asia and Pacific
FrenchPolynesia6528,PYF,East Asia and Pacific
FrenchPolynesia6529,PYF,East Asia and Pacific
FrenchPolynesia6530,PYF,East Asia and Pacific
FrenchPolynesia6531,PYF,East Asia and Pacific
FrenchPolynesia6532,PYF,East Asia and Pacific
